,url,title,spotify_id,release_year
48,https://open.spotify.com/track/3nW9eTqo1aZKpuA02d9V7o,Geile Zeit,3nW9eTqo1aZKpuA02d9V7o,2017-11-24
49,https://open.spotify.com/track/1ORfyWYhDPxCAIZ9Ce78A3,"Saufen morgens, mittags, abends",1ORfyWYhDPxCAIZ9Ce78A3,2017-03-23
50,https://open.spotify.com/track/1RcWWgnw5fVm3wcNq11zBu,Mama Laudaaa,1RcWWgnw5fVm3wcNq11zBu,2018-02-07
51,https://open.spotify.com/track/4DESqVp3UlkTq6k9No2sUa,Westerland,4DESqVp3UlkTq6k9No2sUa,2011-07-15
52,https://open.spotify.com/track/5X5oDXSQ4b7eRpWNJ4HXTb,Der Himmel brennt - 2021 Remastered,5X5oDXSQ4b7eRpWNJ4HXTb,2017-08-04
53,https://open.spotify.com/track/7fVOlzJI3TUUcPDX5hBzh3,I Love Malle,7fVOlzJI3TUUcPDX5hBzh3,2018-04-13
54,https://open.spotify.com/track/4PFhJaJ1lcNBbp73x1HJNQ,Wap Bap,4PFhJaJ1lcNBbp73x1HJNQ,2017-08-11
55,https://open.spotify.com/track/2yn7WgjuyqmwKFJRKFZGGt,"Katharine, Katharine",2yn7WgjuyqmwKFJRKFZGGt,2011-04-25
56,https://open.spotify.com/track/5fpdBBvASqpbWluJPNGlBh,Inselverbot,5fpdBBvASqpbWluJPNGlBh,2018-04-06
57,https://open.spotify.com/track/2eAdzxFThLU7R3ZKkKoCUh,Willst du mit mir gehn - Video Edit,2eAdzxFThLU7R3ZKkKoCUh,2017-06-16
58,https://open.spotify.com/track/4AMzyg1XxD3K7x7PB3Vqb1,Computerliebe (Auf St. Pauli...) - Mallorca Version,4AMzyg1XxD3K7x7PB3Vqb1,2014-06-20
59,https://open.spotify.com/track/0kfojaryK4CqTymwftCyXf,"Beate, die Harte",0kfojaryK4CqTymwftCyXf,2018-04-13
60,https://open.spotify.com/track/1pMsWnQCaLQvL3O0vaMp5H,Helikopter 117 (Mach' den Hub Hub Hub),1pMsWnQCaLQvL3O0vaMp5H,2017-12-08
61,https://open.spotify.com/track/6yxQYuItvkkjEDGvORwzeD,Nummer Eins,6yxQYuItvkkjEDGvORwzeD,2016-12-09
62,https://open.spotify.com/track/1l1lxI5SHosgPk9CeGDneh,Wir feiern legendär (Fieber),1l1lxI5SHosgPk9CeGDneh,2017-05-12
63,https://open.spotify.com/track/0ONG1FsI74VqnjK2WHxBL0,Cordula Grün,0ONG1FsI74VqnjK2WHxBL0,2018-08-24
64,https://open.spotify.com/track/7mJMGgkyR0XSyd44svaD4P,Et jitt kei Wood,7mJMGgkyR0XSyd44svaD4P,2013-11-08
65,https://open.spotify.com/track/2Z4KnwY4Br79ApyyKjbOHv,Bierkapitän,2Z4KnwY4Br79ApyyKjbOHv,2018-10-26
66,https://open.spotify.com/track/6aRlZoOO6dqXQtqq2wiQZ1,Eine Woche wach,6aRlZoOO6dqXQtqq2wiQZ1,2019-05-10
67,https://open.spotify.com/track/5NTiHVwhx2FpUsuSbgkDGE,Anna-Lena,5NTiHVwhx2FpUsuSbgkDGE,2019-05-10
68,https://open.spotify.com/track/7oQToQxFuT2IeomoDSmPzW,Inselkind,7oQToQxFuT2IeomoDSmPzW,2019-04-12
69,https://open.spotify.com/track/3IsASNnv8A9dS7GoZy1LY9,Saufi saufi,3IsASNnv8A9dS7GoZy1LY9,2019-04-18
70,https://open.spotify.com/track/5uHWBQddf04yWAYJkDmoNo,Wir sind wir (Mallorcastyle),5uHWBQddf04yWAYJkDmoNo,2019-02-08
71,https://open.spotify.com/track/48dosoGX5Bey5mk6BhCgKM,Stadt met K,48dosoGX5Bey5mk6BhCgKM,2015-02-06
72,https://open.spotify.com/track/7rjW2CVIOmmQ7U5CGiZcnG,Egal,7rjW2CVIOmmQ7U5CGiZcnG,2017-07-28
73,https://open.spotify.com/track/6UcFkNbU29ziOxIOdzDEcl,Für immer Urlaub,6UcFkNbU29ziOxIOdzDEcl,2019-04-26
74,https://open.spotify.com/track/1hoVVOyaCgcYpqFccb3Woo,Mit keinem Andern,1hoVVOyaCgcYpqFccb3Woo,2013-01-01
75,https://open.spotify.com/track/5pmXZqUacxdwwF9fdWQEzw,Te Amo Mi Amor,5pmXZqUacxdwwF9fdWQEzw,2020-05-15
76,https://open.spotify.com/track/5Pv7EuQeY7P5AAPPtYOfkB,Paris,5Pv7EuQeY7P5AAPPtYOfkB,2014-01-01
77,https://open.spotify.com/track/7vcCXaCkdWuoAxUvB9uQRj,Ich bleib hier,7vcCXaCkdWuoAxUvB9uQRj,2021-06-11
78,https://open.spotify.com/track/6sS77FZh2eJfYBsFUW6hjI,Dicht im Flieger,6sS77FZh2eJfYBsFUW6hjI,2022-03-18
79,https://open.spotify.com/track/6myefhZIHsPCDloC1iu8KS,Ich schwanke noch,6myefhZIHsPCDloC1iu8KS,2021-05-03
80,https://open.spotify.com/track/5ucyKDPjLpYLGadsRO1wSB,Layla,5ucyKDPjLpYLGadsRO1wSB,2022-03-25
81,https://open.spotify.com/track/1n756uWyYzSaDb2sLHoS5M,Kann ich so nicht sagen müsst ich nackt seh'n,1n756uWyYzSaDb2sLHoS5M,2022-04-07
82,https://open.spotify.com/track/4tPfm4RkiCw8XppXUnFe7c,Knicklicht,4tPfm4RkiCw8XppXUnFe7c,2022-04-29
83,https://open.spotify.com/track/09CLwN0E3M6L31ongb3isk,Das Leben ist ne Party - Harris & Ford Remix,09CLwN0E3M6L31ongb3isk,2018-06-21
84,https://open.spotify.com/track/5oCCVPPduu3KNtf9wRo1eV,Wir sagen danke schön - DAS ORIGINAL,5oCCVPPduu3KNtf9wRo1eV,2011-04-08
85,https://open.spotify.com/track/3T4DdPVqWeaC4U7vrIxlKz,Der Zug hat keine Bremse - Mallorcastyle Edition,3T4DdPVqWeaC4U7vrIxlKz,2022-06-24
86,https://open.spotify.com/track/3VezyVVENyPQ5u2DIJsITb,LEBENSLANG - HBz Remix,3VezyVVENyPQ5u2DIJsITb,2022-02-18
87,https://open.spotify.com/track/6weT0OACEb3e4KLQJInf4I,Olivia,6weT0OACEb3e4KLQJInf4I,2022-06-24
88,https://open.spotify.com/track/5CvAzdenlzv3ImMcG7awJV,Peter Pan,5CvAzdenlzv3ImMcG7awJV,2023-03-23
https://open.spotify.com/track/5CvAzdenlzv3ImMcG7awJV,Peter Pan,5CvAzdenlzv3ImMcG7awJV,2023-03-23
https://open.spotify.com/track/2WQBFD9aMY1HldcU7Ekvp1,Rapunzel - DJ Robin Remix,2WQBFD9aMY1HldcU7Ekvp1,2023-02-03
https://open.spotify.com/track/6vPDpwozd5ucOd5QO4Cb4r,Trinken ist auch Sport,6vPDpwozd5ucOd5QO4Cb4r,2022-10-21
https://open.spotify.com/track/5ucyKDPjLpYLGadsRO1wSB,Layla,5ucyKDPjLpYLGadsRO1wSB,2022-06-17
https://open.spotify.com/track/1zXIb3QfIrP7hL3grIeGLM,Kopfkino,1zXIb3QfIrP7hL3grIeGLM,2023-04-06
https://open.spotify.com/track/649vO1mEReTgyyUEsjJmHy,Lea,649vO1mEReTgyyUEsjJmHy,2022-10-21
https://open.spotify.com/track/72ZWod6JckJuSZ4BeyEqPU,Ich schieß mich weg,72ZWod6JckJuSZ4BeyEqPU,2023-03-24
https://open.spotify.com/track/01ygrG3sTaMaU3rmAkL8Wr,Klempner Klaus,01ygrG3sTaMaU3rmAkL8Wr,2022-10-21
https://open.spotify.com/track/3AZ24YPWIpb82PaduK1FZS,Ciao 3 Tage Blau,3AZ24YPWIpb82PaduK1FZS,2023-03-17
https://open.spotify.com/track/2j3ZfaNsECrwc7dJgkUb4g,Der Zug hat keine Bremse - Mallorcastyle Edition,2j3ZfaNsECrwc7dJgkUb4g,2022-08-05
https://open.spotify.com/track/7jYwZOptDPesQgzj7vhsEF,ONLY 4 LIFE - Remix,7jYwZOptDPesQgzj7vhsEF,2022-11-18
https://open.spotify.com/track/6sS77FZh2eJfYBsFUW6hjI,Dicht im Flieger,6sS77FZh2eJfYBsFUW6hjI,2022-05-13
https://open.spotify.com/track/3FoGFsJ1SGF7Sjhtrt7pjQ,Martha (Ich werde Vater),3FoGFsJ1SGF7Sjhtrt7pjQ,2023-03-31
https://open.spotify.com/track/7gzdjkagK3pTVW8jYjcYBF,Partyanimal,7gzdjkagK3pTVW8jYjcYBF,2022-03-14
https://open.spotify.com/track/20hlJMXCdru0Swwb6gyCIF,Auf der Mauer,20hlJMXCdru0Swwb6gyCIF,2023-03-03
https://open.spotify.com/track/7lBf6AbMCNlQbHLydFOeeY,Der Papst von Palma,7lBf6AbMCNlQbHLydFOeeY,2023-03-24
https://open.spotify.com/track/6gQ9tVkMNZjwsFfdqThG2H,Malle Ladies,6gQ9tVkMNZjwsFfdqThG2H,2023-03-31
https://open.spotify.com/track/5iK8FicdaD7dKxuDSXUZ0B,Assi aber Geil,5iK8FicdaD7dKxuDSXUZ0B,2023-04-06
https://open.spotify.com/track/7iUlAwNBVso6zrG12UUS3h,Malle wir sind wieder da,7iUlAwNBVso6zrG12UUS3h,2023-03-24
https://open.spotify.com/track/2BssmP7ruTX7iZrWLm7EVk,WILDES DING,2BssmP7ruTX7iZrWLm7EVk,2023-02-10
https://open.spotify.com/track/1YWr18dWRmuvPgAsPBsOow,Forget You,1YWr18dWRmuvPgAsPBsOow,2023-02-17
https://open.spotify.com/track/06B2oc16LJvTdaMhHIKUYi,Quellkartoffel und Dupp-Dupp,06B2oc16LJvTdaMhHIKUYi,2023-03-24
https://open.spotify.com/track/2w9Ot7phi0Ow7yFGCInMx5,Perfekt,2w9Ot7phi0Ow7yFGCInMx5,2023-04-06
https://open.spotify.com/track/2UUN7pIA6h1GnFgLajZFxj,Eine Woche wach,2UUN7pIA6h1GnFgLajZFxj,2022-04-07
https://open.spotify.com/track/0hqs5gKsYc7SjrSI6qiRTj,Lecko Mio,0hqs5gKsYc7SjrSI6qiRTj,2023-03-24
https://open.spotify.com/track/3JfKaDVt5I1egdhm2V5GRG,Herz an Herz,3JfKaDVt5I1egdhm2V5GRG,2023-01-13
https://open.spotify.com/track/5xY2y5lgkTV5MvqSfEEzhA,Die Grössten,5xY2y5lgkTV5MvqSfEEzhA,2022-12-09
https://open.spotify.com/track/7aofYqjZzneyXct49xjbLl,PECH & SCHWEFEL,7aofYqjZzneyXct49xjbLl,2023-02-23
https://open.spotify.com/track/6u8iHBDEr0RhAPASLFjdP7,Vollgas auf der Durststrecke,6u8iHBDEr0RhAPASLFjdP7,2023-03-24
https://open.spotify.com/track/3zMa1FmLbmcSNAYgXCvybp,Waste Your Youth,3zMa1FmLbmcSNAYgXCvybp,2023-01-13
https://open.spotify.com/track/35oB3pjLKK8wZ8WVN9gALX,Alles nur geklaut,35oB3pjLKK8wZ8WVN9gALX,2023-03-31
https://open.spotify.com/track/2VYSUqVwDnjMJ2UX0Ymwm2,Du hast ne geile Figur,2VYSUqVwDnjMJ2UX0Ymwm2,2023-03-24
https://open.spotify.com/track/0owAd5qlmo0ivFuvVF1GzG,Dorfparty,0owAd5qlmo0ivFuvVF1GzG,2023-03-31
https://open.spotify.com/track/0aQvwDOnEhK5bqqK11rOv9,Amsterdam,0aQvwDOnEhK5bqqK11rOv9,2022-06-17
https://open.spotify.com/track/4sWpQ8JV7hX3nRQHmvKmaH,Kein Kommentar,4sWpQ8JV7hX3nRQHmvKmaH,2023-03-17
https://open.spotify.com/track/7umDRYNtdKAB81dZdat3Z2,Ich will dancen,7umDRYNtdKAB81dZdat3Z2,2023-03-17
https://open.spotify.com/track/7m1FaTeY9U1m905C8v1Mfa,Mein Leben ist ein Club,7m1FaTeY9U1m905C8v1Mfa,2023-01-27
https://open.spotify.com/track/4QMpINECLV13UKHYYdXWuu,Maria (I Like It Loud),4QMpINECLV13UKHYYdXWuu,2008-01-01
https://open.spotify.com/track/4KKP3aVwH0ciNmvnOtKYKF,Immer wenn du gehst,4KKP3aVwH0ciNmvnOtKYKF,2023-03-17
https://open.spotify.com/track/1f7gRtJrvEUtTaTtqUSax4,Schlechte Manieren,1f7gRtJrvEUtTaTtqUSax4,2023-01-05
https://open.spotify.com/track/7t3TLewoYrbhYF8SeT7hsN,Von Hinten,7t3TLewoYrbhYF8SeT7hsN,2023-02-17
https://open.spotify.com/track/1d4ep7Of2MB3rmQqjkpAXI,"Laut, Lauter, Lauterbach",1d4ep7Of2MB3rmQqjkpAXI,2022-12-02
https://open.spotify.com/track/7bwgQRR6FjNU7b9c4YoEkf,Schwiegermutters Liebling,7bwgQRR6FjNU7b9c4YoEkf,2023-02-14
https://open.spotify.com/track/0pCgiDXakABvpav5gAwwBU,Dooh Dooh (Stereo Sound),0pCgiDXakABvpav5gAwwBU,2023-03-10
https://open.spotify.com/track/0uZfc2X6GQW2BaI5us5B9R,Expresso & Tschianti - Pazoo Remix,0uZfc2X6GQW2BaI5us5B9R,2022-07-22
https://open.spotify.com/track/3QHXROSpZ33BcoYd4RePpY,Ich wär so gern Pilot,3QHXROSpZ33BcoYd4RePpY,2023-01-27
https://open.spotify.com/track/3ZVdduwK0Q29QGBPMyiKWz,Ich bleib hier,3ZVdduwK0Q29QGBPMyiKWz,2022-08-05
https://open.spotify.com/track/0NjLgGCwHAE0KhVTALxdCb,Die Nacht von Freitag auf Montag,0NjLgGCwHAE0KhVTALxdCb,2015-07-11
https://open.spotify.com/track/0kfojaryK4CqTymwftCyXf,"Beate, die Harte",0kfojaryK4CqTymwftCyXf,2018-04-13
https://open.spotify.com/track/3YmiKv5z67ZV8tiW1eNHCM,1001 Arabian Nights,3YmiKv5z67ZV8tiW1eNHCM,2023-03-10
https://open.spotify.com/track/4iVVDHBKH3HkmK1geypsFY,Lauch,4iVVDHBKH3HkmK1geypsFY,2022-12-16
https://open.spotify.com/track/5etNJIDM60NiNQki6Iqzmn,TATTOO,5etNJIDM60NiNQki6Iqzmn,2023-02-02
https://open.spotify.com/track/06CBzl2gdTlajfijFD1Wdv,Wer nicht sauft ist dumm,06CBzl2gdTlajfijFD1Wdv,2023-01-20
https://open.spotify.com/track/7t58RzETjLPRmOV0DjOsOe,Zum Greifen nah,7t58RzETjLPRmOV0DjOsOe,2022-10-21
https://open.spotify.com/track/3gD88GyMS2EVa1bSX834LH,Jan Pillemann Otze - Goldversion 2022,3gD88GyMS2EVa1bSX834LH,2022-10-21
https://open.spotify.com/track/1xBqk0cath1OTSDJDHzzzA,Oh Baby - Originaltitel: Heaven Is a Place On Earth,1xBqk0cath1OTSDJDHzzzA,2013-05-10
https://open.spotify.com/track/1tjLOQjUVAXbJFp1ZwBPXc,Rapunzel,1tjLOQjUVAXbJFp1ZwBPXc,2022-10-21
https://open.spotify.com/track/414APtqrL6UCnbRuzHrHpQ,Hebt die Krüge hoch,414APtqrL6UCnbRuzHrHpQ,2023-01-27
https://open.spotify.com/track/7BXgzYDHQi9m0GVXtnbger,Sophia,7BXgzYDHQi9m0GVXtnbger,2022-11-11
https://open.spotify.com/track/3DwhQpLOuJB7uSCGrjRZM2,The Logical Song,3DwhQpLOuJB7uSCGrjRZM2,2002-11-04
https://open.spotify.com/track/5EHli4uxJEFU6dEgSWfnnN,THEO (Der Bananenbrot-Song),5EHli4uxJEFU6dEgSWfnnN,2022-12-20
https://open.spotify.com/track/6c3AiU4xzb0Py2J60fP88Y,Zu spät,6c3AiU4xzb0Py2J60fP88Y,2022-10-28
https://open.spotify.com/track/6iJ4cASdT6ddPPOBLkYG37,Morgen kickt der Kater,6iJ4cASdT6ddPPOBLkYG37,2022-10-21
https://open.spotify.com/track/3XOwcAf6cU0Q3RYG8CiTKC,Wir eskalieren,3XOwcAf6cU0Q3RYG8CiTKC,2022-08-05
https://open.spotify.com/track/1u0vQfpkbTKMTmkO0lLDer,Spirit Of The Hawk,1u0vQfpkbTKMTmkO0lLDer,2022-12-09
https://open.spotify.com/track/4PSgsFKzfjt0cvyTlS4MQv,Stabile Mische,4PSgsFKzfjt0cvyTlS4MQv,2023-01-20
https://open.spotify.com/track/4ocJvu79S0mbU5me1Bjehl,Fendt (Layla),4ocJvu79S0mbU5me1Bjehl,2022-10-28
https://open.spotify.com/track/0OXs3Vrp8w8PL26g6Rbwsj,Ex von mir - Xtreme Sound Dancemix,0OXs3Vrp8w8PL26g6Rbwsj,2022-12-09
https://open.spotify.com/track/5sclUdN0eG5AMn0WYwZnZc,Ich verballer heut mein Geld,5sclUdN0eG5AMn0WYwZnZc,2022-10-28
https://open.spotify.com/track/1PlLuGYpkeEqmuKVwQx8wl,Gästeliste +1,1PlLuGYpkeEqmuKVwQx8wl,2022-03-14
https://open.spotify.com/track/75XuBZ7fVH3nY7Jy5Qs7hv,Ich bin hacke,75XuBZ7fVH3nY7Jy5Qs7hv,2022-11-11
https://open.spotify.com/track/4l9eepNK2RC7P30KkahS52,Dirty Dancing,4l9eepNK2RC7P30KkahS52,2022-10-21
https://open.spotify.com/track/1U9xdL004RFCKyZf0MDCJP,Ich war noch niemals auf Mallorca,1U9xdL004RFCKyZf0MDCJP,2022-08-19
https://open.spotify.com/track/7rhtnGruYbCwkdh1XGyIWu,EiSMANN,7rhtnGruYbCwkdh1XGyIWu,2022-10-20
https://open.spotify.com/track/5MLzKLmcFPsNoitPFvr2Dw,Die schönste Frau der Welt,5MLzKLmcFPsNoitPFvr2Dw,2022-09-23
https://open.spotify.com/track/4jxxZPY2LsyauOppSmMYZM,Monika die Domina,4jxxZPY2LsyauOppSmMYZM,2022-10-21
https://open.spotify.com/track/1n756uWyYzSaDb2sLHoS5M,Kann ich so nicht sagen müsst ich nackt seh'n,1n756uWyYzSaDb2sLHoS5M,2022-04-07
https://open.spotify.com/track/1HH49txgBABUuy86Y2m4EK,Hüpfen bis die Insel wackelt,1HH49txgBABUuy86Y2m4EK,2022-06-17
https://open.spotify.com/track/12IfOToltpeekYPTixgTRd,Malle Beste Leben,12IfOToltpeekYPTixgTRd,2022-08-05
https://open.spotify.com/track/0n7himJDzYSvjyk3KjDBDz,Drunken Sailor - Harris & Ford Remix,0n7himJDzYSvjyk3KjDBDz,2022-09-23
https://open.spotify.com/track/4uPrlf2IjtmPzsN6jMoB89,Für Dich,4uPrlf2IjtmPzsN6jMoB89,2022-04-07
https://open.spotify.com/track/0nas831KlIpRJWPUqpblpt,Willst du (heut Nacht mit mir Nachhause gehen),0nas831KlIpRJWPUqpblpt,2022-07-29
https://open.spotify.com/track/2kfZCiSWhAYKdxD7o7WLoa,Halo,2kfZCiSWhAYKdxD7o7WLoa,2022-09-16
https://open.spotify.com/track/3HmIEZbzzna25tuHMyOG6K,SO-NEN-BRAND,3HmIEZbzzna25tuHMyOG6K,2022-10-21
https://open.spotify.com/track/6BSvdHFL3XDPkY8L93AhSO,Mach die Robbe,6BSvdHFL3XDPkY8L93AhSO,2022-10-14
https://open.spotify.com/track/4Qv2JCBG0ozRonbSev2R7Q,"Schlafen, Essen, Saufen & Sex",4Qv2JCBG0ozRonbSev2R7Q,2022-09-02
https://open.spotify.com/track/3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day),3kcKlOkQQEPVwxwljbGJ5p,2022-06-17
https://open.spotify.com/track/6AsZM7fMv2POjIDwSWwgGn,Wenn alles durchdreht - dB Remix,6AsZM7fMv2POjIDwSWwgGn,2022-09-30
https://open.spotify.com/track/5Ja20voEHhqAp1CcyiIFrj,Mama Platz,5Ja20voEHhqAp1CcyiIFrj,2022-03-18
https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0,King Kong,7GIlBNE6pZRfoRfo4oL7f0,2022-03-18
https://open.spotify.com/track/21MlfDYRjL0DuBbiCS9wlB,Eine Idee,21MlfDYRjL0DuBbiCS9wlB,2022-09-08
https://open.spotify.com/track/7IITZGsrDEaWIOywjPMYZc,Anna-Lena - DJ Robin Edit,7IITZGsrDEaWIOywjPMYZc,2022-08-12
https://open.spotify.com/track/3yt6K5uYaML5g3nyNGzJbA,Sternhagelvoll,3yt6K5uYaML5g3nyNGzJbA,2022-08-05
https://open.spotify.com/track/7gg5z9R1G1TUfIfhCqW3DC,End The Lies,7gg5z9R1G1TUfIfhCqW3DC,2022-09-02
